,Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
3936,71,10,12,8.25,7.67,14.71,3.79,6.96,4.5,7.33,5.09,6.58,5.88,10.96,19.95
3937,71,10,13,13.59,11.87,20.67,4.58,9.21,6.87,12.46,6.0,8.29,7.0,5.66,12.08
3938,71,10,14,13.29,10.08,12.04,4.79,9.92,6.58,6.38,7.71,7.71,9.25,15.87,16.71
3939,71,10,15,19.41,12.21,18.46,8.42,14.33,10.88,11.92,9.71,11.75,13.79,20.58,23.16
3940,71,10,16,10.08,9.46,10.54,3.25,8.79,6.42,6.42,5.5,7.17,7.58,12.54,14.5
3941,71,10,17,22.42,19.92,18.16,11.21,19.41,14.79,17.0,12.96,15.63,14.25,21.34,22.75
3942,71,10,18,22.46,19.21,19.0,8.54,18.21,12.29,16.62,12.21,12.87,12.58,23.29,24.87
3943,71,10,19,17.04,17.83,14.88,9.87,17.96,11.79,17.08,10.67,13.33,13.37,21.87,26.08
3944,71,10,20,14.5,11.38,10.75,4.83,12.33,8.54,14.21,4.88,9.54,10.17,15.67,25.17
3945,71,10,21,26.2,20.54,21.67,12.0,17.54,14.92,16.79,18.16,14.79,19.12,32.63,28.67
3946,71,10,22,13.25,14.42,17.71,9.08,10.96,9.59,14.46,12.25,13.88,14.92,26.25,21.59
3947,71,10,23,12.38,12.96,11.29,6.42,8.58,7.92,6.71,6.21,7.12,8.29,15.21,17.67
3948,71,10,24,13.0,6.21,12.38,4.88,8.29,7.0,8.04,4.04,7.25,6.34,6.17,11.96
3949,71,10,25,10.21,10.0,10.63,2.08,8.33,5.79,7.12,4.63,6.63,3.88,8.75,10.13
3950,71,10,26,12.21,11.25,12.92,5.04,11.96,9.04,10.46,8.25,7.62,7.5,12.96,16.92
3951,71,10,27,14.37,13.0,13.7,4.58,13.25,8.75,10.67,8.0,7.92,8.58,16.08,9.92
3952,71,10,28,16.29,13.33,18.21,8.29,13.92,13.0,13.75,10.79,11.12,11.63,16.08,19.7
3953,71,10,29,9.75,8.17,7.38,3.75,10.92,7.71,7.92,8.38,8.08,10.5,20.71,20.83
3954,71,10,30,15.75,8.29,14.09,6.42,10.96,9.54,10.71,10.29,9.96,11.54,21.37,24.87
3955,71,10,31,8.63,7.87,9.29,2.92,8.83,7.0,6.21,8.21,6.21,9.08,19.17,19.55
3956,71,11,1,14.21,10.92,13.5,6.08,9.75,10.67,9.79,10.08,9.13,12.33,20.62,21.59
3957,71,11,2,17.0,12.21,18.08,10.46,10.37,10.25,14.96,10.83,10.96,12.46,18.0,25.12
3958,71,11,3,14.04,12.38,14.71,6.34,9.92,8.08,9.0,11.54,7.83,10.37,22.42,21.29
3959,71,11,4,18.71,15.16,17.08,9.17,14.37,12.42,15.12,14.25,12.29,16.13,10.71,12.38
3960,71,11,5,16.04,9.92,12.42,6.67,10.21,7.75,11.96,5.33,12.38,7.46,13.29,20.96
3961,71,11,6,15.83,12.17,12.46,6.75,11.29,7.46,9.54,7.25,9.83,10.25,15.54,22.29
3962,71,11,7,14.33,12.83,12.17,5.96,14.79,10.79,13.92,10.17,13.59,11.5,19.41,27.79
3963,71,11,8,23.96,18.25,16.71,10.83,15.16,10.08,15.12,11.25,15.5,15.12,24.3,38.04
3964,71,11,9,17.62,11.87,20.0,6.71,9.17,6.58,10.21,4.71,7.62,7.0,14.09,24.13
3965,71,11,10,7.75,2.92,10.5,1.42,4.92,1.87,6.21,1.63,4.67,3.25,8.33,14.42
3966,71,11,11,4.25,4.42,7.17,0.92,4.79,0.96,2.88,0.87,1.79,1.29,5.71,10.88
3967,71,11,12,5.37,4.88,7.0,3.33,8.92,5.33,9.08,5.13,8.12,6.5,12.25,16.08
3968,71,11,13,13.88,12.25,11.5,7.12,10.37,8.54,10.0,6.71,9.87,9.96,15.96,25.96
3969,71,11,14,9.29,5.46,9.33,3.17,6.83,3.54,7.58,4.21,6.21,6.42,9.38,18.29
3970,71,11,15,7.54,8.17,6.46,4.58,11.29,7.75,14.37,7.0,12.46,10.67,18.54,24.08
3971,71,11,16,11.21,9.96,10.41,8.04,12.54,8.75,14.37,7.08,13.37,9.87,12.29,27.16
3972,71,11,17,11.34,12.17,9.33,7.17,14.17,8.67,12.17,7.92,11.17,8.71,12.71,16.83
3973,71,11,18,16.92,11.17,15.96,9.87,14.0,9.62,11.63,7.21,9.59,8.83,13.42,24.83
3974,71,11,19,12.75,6.13,15.59,6.13,7.04,5.09,11.34,3.42,7.96,7.87,10.63,22.17
3975,71,11,20,18.75,18.91,15.34,9.87,19.67,12.96,13.13,12.21,13.33,9.04,20.67,22.71
3976,71,11,21,23.58,20.62,21.5,15.63,18.84,14.5,20.33,12.96,16.54,16.92,24.58,35.92
3977,71,11,22,18.21,16.17,16.83,9.71,12.67,9.59,12.38,8.5,11.54,8.0,18.96,24.46
3978,71,11,23,20.54,19.04,16.62,9.96,15.09,9.59,12.5,10.41,12.29,10.54,17.37,20.96
3979,71,11,24,6.0,1.21,8.63,2.21,3.04,1.29,7.08,1.33,4.04,2.33,5.63,12.58
3980,71,11,25,5.91,4.17,6.87,2.71,8.42,5.79,12.42,3.54,8.83,6.25,10.46,14.37
3981,71,11,26,7.92,6.58,5.5,3.71,9.54,5.96,9.21,6.96,9.38,7.71,16.33,17.12
3982,71,11,27,11.63,10.13,8.83,4.5,9.38,7.46,9.62,5.71,8.92,8.33,13.46,17.33
3983,71,11,28,7.5,8.67,5.83,1.29,7.17,4.67,9.04,2.17,6.46,5.13,10.75,14.21
3984,71,11,29,11.67,10.79,12.04,3.21,11.79,8.0,7.83,7.62,7.67,10.0,19.75,21.37
3985,71,11,30,16.29,16.08,8.33,4.0,11.34,5.79,9.08,5.83,8.08,4.21,18.79,15.29
3986,71,12,1,13.04,10.37,9.0,3.42,8.25,5.5,8.54,3.0,7.04,4.54,10.71,14.12
3987,71,12,2,12.5,10.29,12.96,3.46,6.17,1.96,5.13,1.46,3.58,2.17,6.04,9.87
3988,71,12,3,3.33,7.92,6.34,0.37,5.58,4.67,7.41,5.41,5.0,4.92,14.33,18.12
3989,71,12,4,4.08,6.67,7.12,2.08,5.09,5.25,9.67,4.54,6.58,7.0,13.04,16.38
3990,71,12,5,11.5,6.79,6.08,2.46,8.58,4.08,4.96,7.04,4.33,7.62,16.75,16.71
3991,71,12,6,5.29,4.04,4.46,1.04,4.67,2.79,5.96,3.75,3.75,5.75,10.63,18.0
3992,71,12,7,5.46,0.42,5.09,0.5,1.63,0.46,8.33,0.04,2.17,4.08,7.54,17.79
3993,71,12,8,4.67,0.67,5.75,0.33,2.13,1.71,8.42,1.21,4.17,4.17,10.83,16.38
3994,71,12,9,6.96,3.75,6.17,4.67,7.58,5.41,11.12,7.08,9.71,9.71,13.88,22.95
3995,71,12,10,7.96,6.21,7.04,5.25,8.87,6.75,11.58,7.12,11.54,9.08,15.87,20.75
3996,71,12,11,9.13,7.71,6.67,3.37,8.17,7.17,12.29,5.63,8.79,10.75,15.29,21.0
3997,71,12,12,16.33,12.75,13.67,6.13,10.25,9.42,10.88,10.34,9.29,12.25,21.75,20.79
3998,71,12,13,15.79,10.83,13.92,6.29,10.83,8.38,12.08,6.58,9.75,10.67,15.12,19.38
3999,71,12,14,20.38,18.58,19.12,11.25,17.58,14.0,17.04,15.0,14.62,18.54,26.34,28.08
4000,71,12,15,19.0,15.83,16.29,8.17,13.5,12.29,15.37,15.63,13.33,15.96,26.67,29.04
4001,71,12,16,17.0,16.96,14.46,7.12,11.83,11.17,12.29,10.75,10.79,12.75,20.96,21.59
4002,71,12,17,18.12,16.21,14.54,8.75,12.62,9.96,9.17,11.75,11.54,14.96,26.5,24.83
4003,71,12,18,26.5,20.25,20.0,15.09,17.58,14.21,14.62,14.21,16.29,17.29,28.04,26.42
4004,71,12,19,25.0,23.54,19.7,14.58,23.91,16.71,19.33,16.96,17.08,17.46,29.2,31.42
4005,71,12,20,21.84,21.17,20.08,10.63,20.38,16.46,21.92,17.54,18.71,18.5,28.16,29.95
4006,71,12,21,10.46,8.08,10.34,6.5,11.42,8.42,15.41,11.08,13.92,13.25,23.13,30.13
4007,71,12,22,7.58,5.09,10.83,3.04,4.21,1.38,3.96,0.54,1.87,1.58,7.46,14.88
4008,71,12,23,8.12,8.08,10.13,3.0,9.33,7.41,13.13,8.46,8.87,9.38,22.88,24.58
4009,71,12,24,18.46,15.25,16.38,7.83,12.29,11.96,16.42,14.92,13.62,15.67,27.84,26.04
4010,71,12,25,22.08,15.96,15.04,10.08,14.96,12.46,11.79,11.67,12.0,14.75,15.79,19.46
4011,71,12,26,15.12,12.75,17.04,7.79,11.17,8.21,11.04,9.25,8.83,7.08,12.04,13.88
4012,71,12,27,8.75,6.13,9.04,3.13,7.0,7.41,13.13,12.96,11.12,10.88,19.25,27.0
4013,71,12,28,13.25,9.67,19.12,7.5,11.34,7.33,13.25,9.21,9.46,7.75,9.04,15.46
4014,71,12,29,12.42,10.0,24.25,7.46,10.25,6.0,14.58,6.67,9.21,8.63,5.66,17.46
4015,71,12,30,13.04,6.34,27.67,8.42,11.54,4.12,16.21,6.71,10.46,7.29,6.67,16.46
4016,71,12,31,14.88,10.5,26.08,8.46,13.5,10.04,21.04,10.25,13.54,11.34,12.12,27.33
4017,72,1,1,9.29,3.63,14.54,4.25,6.75,4.42,13.0,5.33,10.04,8.54,8.71,19.17
4018,72,1,2,8.96,1.46,12.0,4.5,3.21,0.83,6.04,0.67,3.79,0.79,1.75,7.83
4019,72,1,3,6.83,0.67,9.25,2.29,2.46,0.17,3.88,0.21,2.88,1.25,2.21,5.88
4020,72,1,4,8.46,0.87,5.41,2.04,4.79,0.29,2.62,0.92,1.63,1.96,4.38,6.58
4021,72,1,5,10.88,9.17,5.88,0.87,2.04,0.13,2.75,1.38,1.08,1.13,4.83,7.29
4022,72,1,6,17.0,13.92,13.54,4.46,12.29,10.25,7.62,7.75,7.87,6.17,9.79,13.54
4023,72,1,7,13.92,12.0,19.12,8.0,12.5,12.08,16.46,11.63,11.12,13.42,14.67,25.04
4024,72,1,8,14.46,10.29,16.17,8.79,12.58,11.29,17.0,9.21,13.29,15.59,11.34,28.33
4025,72,1,9,11.0,7.41,8.5,3.04,7.54,4.29,5.25,3.37,5.79,4.21,5.0,11.08
4026,72,1,10,20.88,18.34,18.12,10.17,14.04,10.08,14.04,9.29,12.17,13.62,17.83,21.29
4027,72,1,11,13.29,12.17,13.29,4.96,8.83,6.67,11.34,6.08,8.17,9.38,16.04,16.13
4028,72,1,12,19.83,14.42,18.16,7.58,13.42,10.25,11.87,9.38,11.38,13.59,18.08,23.09
4029,72,1,13,8.63,4.58,9.29,2.17,4.08,1.87,4.12,0.75,3.46,2.71,4.5,8.92
4030,72,1,14,23.96,20.62,19.5,9.17,18.05,12.5,16.08,10.54,13.08,13.21,15.04,19.12
4031,72,1,15,9.17,10.71,15.16,6.34,10.37,7.54,15.34,7.58,10.21,10.46,11.0,21.96
4032,72,1,16,23.67,20.62,20.17,8.79,16.83,12.75,16.58,12.5,12.33,12.71,15.16,21.04
4033,72,1,17,14.5,18.71,10.25,5.91,18.41,12.75,12.38,12.87,13.25,11.25,13.96,21.62
4034,72,1,18,20.25,15.96,15.75,7.79,14.17,10.37,12.33,9.25,12.17,12.5,19.5,22.83
4035,72,1,19,10.34,10.88,6.96,4.46,10.04,5.46,11.25,3.96,9.0,7.33,12.21,21.25
4036,72,1,20,7.54,10.37,6.38,3.67,8.87,5.83,10.41,4.29,7.92,5.96,12.67,19.7
4037,72,1,21,7.21,7.29,7.12,1.46,7.71,4.75,10.41,3.54,6.75,6.13,10.83,16.46
4038,72,1,22,12.79,13.42,11.42,4.92,10.0,8.75,13.7,8.08,10.71,10.54,12.58,14.75
4039,72,1,23,20.41,17.0,18.46,8.92,13.92,11.29,13.0,12.08,12.46,14.5,22.29,23.0
4040,72,1,24,13.0,16.13,10.63,5.5,12.04,6.34,14.0,5.13,9.42,9.33,15.09,20.04
4041,72,1,25,13.17,14.46,10.79,4.46,11.67,7.71,9.13,6.87,9.04,8.04,14.67,17.37
4042,72,1,26,22.71,19.12,15.71,10.21,17.62,9.87,12.87,8.75,12.71,8.71,17.54,19.5
4043,72,1,27,26.42,14.83,22.13,15.21,15.0,12.29,18.05,10.71,16.62,19.55,19.25,33.25
4044,72,1,28,11.29,7.25,23.29,7.0,8.42,3.13,14.04,3.37,8.38,6.79,7.25,10.83
4045,72,1,29,12.29,8.58,19.29,6.38,8.83,5.0,14.92,4.63,9.17,6.58,8.63,14.21
4046,72,1,30,11.25,10.13,10.34,2.37,8.08,2.58,6.92,4.29,5.0,4.38,10.08,12.29
4047,72,1,31,22.5,22.29,19.08,8.0,20.96,14.5,12.5,14.33,11.5,10.25,20.41,22.17
4048,72,2,1,12.87,11.0,15.83,6.79,9.04,9.04,17.29,6.83,10.41,13.5,11.63,28.33
4049,72,2,2,33.84,26.38,28.16,18.41,24.25,22.5,25.04,20.79,19.92,20.96,24.21,33.63
4050,72,2,3,19.55,17.46,11.34,7.17,15.29,10.71,9.08,13.54,11.12,14.42,23.75,22.46
4051,72,2,4,13.04,9.67,12.79,3.58,8.08,6.25,6.04,4.54,6.5,4.96,10.17,12.04
4052,72,2,5,6.13,6.96,10.04,4.04,8.25,4.63,10.46,5.96,7.79,6.87,9.75,25.0
4053,72,2,6,2.79,2.29,3.21,0.96,3.21,0.0,1.92,0.21,0.87,0.5,2.08,6.71
4054,72,2,7,5.09,5.66,7.08,0.5,5.13,2.5,3.33,0.46,2.37,0.67,5.09,9.71
4055,72,2,8,14.21,13.75,12.08,5.63,12.83,8.08,8.38,6.87,8.17,6.83,12.38,12.38
4056,72,2,9,10.71,8.75,9.13,3.5,9.87,6.79,7.83,7.5,7.92,11.34,17.88,18.34
4057,72,2,10,17.12,11.25,13.17,7.17,12.92,9.59,10.21,6.29,10.88,10.46,16.71,17.88
4058,72,2,11,18.96,14.12,15.0,7.41,12.92,8.83,11.46,6.92,9.83,10.46,12.67,16.79
4059,72,2,12,16.33,14.21,10.71,7.54,15.0,7.83,13.67,7.58,10.21,8.96,15.29,19.04
4060,72,2,13,15.12,10.08,8.92,5.96,11.54,6.96,12.58,8.75,11.63,8.83,17.79,20.58
4061,72,2,14,12.46,10.79,9.17,4.21,10.92,6.87,9.21,5.54,7.54,6.63,10.13,14.42
4062,72,2,15,20.21,15.34,16.92,9.54,11.83,8.0,13.96,8.54,10.37,11.5,16.79,22.67
4063,72,2,16,24.37,23.79,16.42,11.54,20.62,13.08,17.12,18.91,14.42,20.91,32.08,37.04
4064,72,2,17,17.08,13.04,18.29,10.46,12.79,9.38,14.17,10.13,10.75,13.0,15.29,18.34
4065,72,2,18,9.17,5.0,22.0,6.63,7.58,4.58,12.96,3.08,7.25,6.08,5.0,10.58
4066,72,2,19,6.58,5.25,7.38,1.5,7.0,0.58,4.33,3.92,3.83,4.12,9.13,11.79
4067,72,2,20,10.17,9.83,6.21,2.5,10.37,6.25,4.12,6.58,4.96,4.83,12.04,11.71
4068,72,2,21,6.17,1.38,7.62,2.67,3.79,0.75,4.58,1.0,2.37,0.96,2.33,5.09
4069,72,2,22,9.29,3.21,16.29,5.58,5.41,1.25,7.5,0.58,4.25,2.04,3.13,5.54
4070,72,2,23,15.29,8.67,17.54,5.83,8.87,7.87,14.12,8.21,11.34,7.33,8.63,13.59
4071,72,2,24,17.16,12.17,17.12,8.58,11.58,9.0,14.42,10.46,12.71,10.79,12.87,16.04
4072,72,2,25,7.79,6.87,10.54,4.88,9.04,6.63,7.5,6.29,8.25,6.96,9.46,17.88
4073,72,2,26,11.17,11.25,10.58,5.46,9.96,6.92,8.29,7.17,7.29,8.33,11.42,13.7
4074,72,2,27,25.62,14.12,16.92,12.29,16.17,12.58,11.83,10.54,13.62,15.54,16.66,22.83
4075,72,2,28,12.92,6.21,12.92,6.29,7.71,3.04,8.04,3.92,5.66,6.29,13.42,13.37
4076,72,2,29,16.13,15.12,12.46,7.46,14.67,9.62,8.58,10.92,10.37,12.71,22.83,23.0
4077,72,3,1,6.21,7.5,6.67,1.96,7.46,3.13,7.38,1.67,4.21,2.37,7.83,11.25
4078,72,3,2,20.17,13.62,16.92,7.38,12.62,8.12,10.88,6.96,9.87,10.92,13.88,18.5
4079,72,3,3,26.3,22.29,19.04,14.17,21.96,15.71,18.12,15.79,17.96,19.04,23.33,27.54
4080,72,3,4,12.79,10.67,12.25,7.46,14.58,9.04,11.42,5.88,10.96,12.33,13.5,21.62
4081,72,3,5,16.5,12.71,10.63,6.25,11.54,6.79,8.87,6.75,8.04,8.42,15.09,16.58
4082,72,3,6,23.38,13.83,23.16,12.92,18.58,15.16,18.41,13.88,14.46,14.0,16.92,28.79
4083,72,3,7,24.71,19.33,29.95,12.75,16.0,11.5,15.83,11.08,11.75,11.08,17.79,21.5
4084,72,3,8,10.58,6.38,15.71,4.92,5.75,1.79,7.87,1.08,4.08,4.08,5.17,9.21
4085,72,3,9,6.29,9.33,6.58,2.29,7.92,3.08,4.83,2.75,4.67,6.04,9.79,14.12
4086,72,3,10,10.25,6.5,18.29,6.63,6.58,5.5,11.17,4.75,9.13,7.67,7.38,14.79
4087,72,3,11,15.21,12.54,32.75,11.12,12.83,11.46,18.96,6.71,12.33,10.63,10.46,15.59
4088,72,3,12,17.46,8.83,23.25,9.33,11.58,10.58,16.5,8.46,12.29,8.29,9.13,12.96
4089,72,3,13,15.83,11.08,15.67,7.04,11.46,8.29,11.46,6.21,10.37,8.12,11.21,15.0
4090,72,3,14,9.79,8.58,9.87,6.17,9.71,8.79,7.75,6.0,8.5,8.5,11.42,13.25
4091,72,3,15,1.46,6.67,2.92,1.08,4.5,1.67,3.29,2.17,1.87,2.0,9.59,6.54
4092,72,3,16,6.17,6.96,6.58,2.37,7.41,1.58,2.29,4.88,3.25,2.96,3.83,9.46
4093,72,3,17,9.04,11.08,8.67,5.0,11.46,6.87,6.5,8.12,7.83,5.66,8.58,13.25
4094,72,3,18,7.96,2.88,8.92,7.71,6.21,5.41,6.79,4.33,7.21,7.29,8.79,9.67
4095,72,3,19,9.87,2.0,4.92,3.33,4.75,2.67,3.71,1.54,5.09,3.08,2.79,8.08
4096,72,3,20,5.88,3.92,10.58,3.58,4.33,0.54,4.12,1.83,3.0,1.87,2.96,9.08
4097,72,3,21,5.71,4.63,11.08,3.79,4.75,0.71,3.63,2.79,3.21,3.71,8.17,14.29
4098,72,3,22,5.83,4.21,4.79,2.79,3.29,1.0,6.87,4.17,4.5,5.17,9.62,15.46
4099,72,3,23,5.58,4.21,8.63,3.21,4.79,1.17,3.88,2.04,3.58,2.96,6.79,5.88
4100,72,3,24,8.25,10.41,9.46,6.38,11.29,7.17,6.04,6.71,8.58,8.17,8.63,13.04
4101,72,3,25,13.79,14.62,11.38,7.12,12.62,8.79,9.46,7.67,8.17,6.13,14.04,18.46
4102,72,3,26,16.42,17.0,11.79,10.29,18.88,11.17,15.63,15.04,14.33,11.46,23.04,21.34
4103,72,3,27,27.12,24.67,17.29,17.16,28.16,17.0,22.92,21.75,22.5,17.96,28.88,27.37
4104,72,3,28,19.55,14.92,14.12,13.13,19.87,11.83,16.08,13.62,17.92,12.04,17.67,20.38
4105,72,3,29,11.54,10.04,11.0,4.92,9.46,6.34,9.54,7.17,9.0,7.12,11.71,15.34
4106,72,3,30,18.05,13.21,14.88,7.04,9.38,5.54,9.33,7.04,8.0,6.87,6.92,14.17
4107,72,3,31,12.21,11.04,12.08,6.13,11.17,7.04,8.54,8.96,9.17,6.96,12.29,11.25
4108,72,4,1,14.83,14.12,15.63,8.5,15.83,11.87,17.04,15.25,14.46,11.83,18.66,17.83
4109,72,4,2,19.95,17.21,17.08,11.34,17.04,12.08,17.33,15.25,14.67,13.46,19.29,20.3
4110,72,4,3,14.88,13.88,13.54,8.17,15.41,10.5,14.42,14.21,13.62,12.75,23.67,23.71
4111,72,4,4,23.13,19.55,16.58,12.0,18.91,12.67,14.21,14.79,13.88,11.63,17.29,14.25
4112,72,4,5,18.12,17.29,17.16,11.54,20.12,13.46,19.29,14.62,17.46,14.83,22.54,23.91
4113,72,4,6,18.91,16.21,14.21,8.33,13.25,7.67,12.62,9.33,9.83,8.17,15.0,16.88
4114,72,4,7,18.34,15.92,15.54,8.96,15.54,10.04,11.67,11.83,12.38,7.79,14.37,8.12
4115,72,4,8,15.92,12.42,11.29,10.29,13.67,8.83,14.88,9.0,12.79,10.83,11.12,21.0
4116,72,4,9,18.05,13.29,13.67,8.5,12.5,9.59,11.54,11.5,11.17,10.83,17.88,19.04
4117,72,4,10,21.54,22.29,15.12,14.33,26.58,15.59,18.16,21.04,17.96,12.83,25.5,20.3
4118,72,4,11,29.79,19.33,20.08,16.29,21.59,13.59,18.12,16.66,16.92,18.66,17.71,26.54
4119,72,4,12,8.42,5.91,9.71,4.58,6.25,2.17,9.17,4.83,7.12,4.0,7.58,10.63
4120,72,4,13,6.75,6.67,6.04,2.33,4.79,0.79,5.46,2.46,2.67,1.96,6.25,7.5
4121,72,4,14,19.29,9.29,13.46,9.17,13.46,8.67,13.92,11.71,13.42,12.38,15.83,21.42
4122,72,4,15,7.83,5.88,8.46,4.92,8.5,3.96,9.5,4.88,8.21,6.08,10.34,13.13
4123,72,4,16,5.79,5.17,4.08,3.37,7.38,3.42,6.25,4.79,5.63,3.79,9.29,13.62
4124,72,4,17,6.29,2.58,4.83,3.25,4.96,1.79,5.46,3.21,5.17,4.5,5.96,13.04
4125,72,4,18,9.21,2.17,5.37,3.5,4.5,1.75,7.75,3.29,5.33,6.83,4.79,10.29
4126,72,4,19,7.04,3.17,13.29,3.29,4.71,3.67,6.34,2.62,4.54,2.21,7.54,7.58
4127,72,4,20,8.38,3.54,14.04,3.88,5.54,3.54,6.29,3.42,5.66,3.92,4.63,10.67
4128,72,4,21,8.79,6.58,10.34,4.71,5.37,2.62,6.71,5.54,5.71,6.63,6.54,10.08
4129,72,4,22,13.42,11.29,23.16,8.58,11.58,7.25,12.42,9.46,9.25,9.25,13.59,10.13
4130,72,4,23,7.96,7.67,22.58,6.79,7.25,5.41,8.71,7.33,6.79,4.04,9.67,7.46
4131,72,4,24,10.13,6.75,22.08,6.0,8.42,6.79,11.34,5.58,7.92,5.33,9.83,6.79
4132,72,4,25,7.0,4.67,9.29,2.58,4.21,1.83,5.21,3.96,4.42,2.17,5.5,6.38
4133,72,4,26,12.17,7.58,8.54,4.54,6.71,3.71,8.0,5.66,6.38,7.87,7.67,13.13
4134,72,4,27,13.04,8.63,10.21,5.91,6.29,3.92,9.17,5.88,8.12,8.92,9.21,13.59
4135,72,4,28,14.79,10.92,12.92,6.75,12.33,8.29,13.0,11.96,11.38,12.46,19.08,21.25
4136,72,4,29,16.88,16.29,13.46,8.29,14.09,10.04,15.04,13.17,13.83,12.54,16.66,22.79
4137,72,4,30,13.62,12.87,15.37,6.29,10.83,5.58,11.5,8.58,8.58,8.58,16.04,13.0
4138,72,5,1,12.62,12.92,11.42,4.88,11.0,3.46,6.67,4.04,5.13,4.96,11.92,7.79
4139,72,5,2,13.79,11.5,5.63,3.88,9.33,3.88,4.5,6.58,4.46,5.09,11.83,10.88
4140,72,5,3,18.88,12.17,11.42,8.21,9.79,5.79,9.62,9.0,8.63,8.12,12.87,11.71
4141,72,5,4,17.41,11.71,20.3,8.92,9.59,4.88,9.83,9.54,8.0,10.41,12.04,8.38
4142,72,5,5,8.29,6.29,20.25,6.34,5.17,3.92,9.71,2.54,6.58,7.12,6.21,13.04
4143,72,5,6,9.5,5.54,8.08,2.29,6.29,1.0,3.17,3.29,1.75,1.29,7.87,8.21
4144,72,5,7,13.5,7.79,12.33,6.0,8.29,4.96,8.17,7.04,7.25,6.87,9.13,9.62
4145,72,5,8,22.13,16.0,19.08,10.17,15.41,10.67,15.09,13.08,11.87,15.29,17.33,21.59
4146,72,5,9,21.71,14.04,17.79,7.87,15.04,8.83,10.0,10.25,11.25,10.21,16.83,15.96
4147,72,5,10,13.62,11.5,8.79,5.41,12.12,7.58,8.67,9.08,7.96,5.41,14.54,11.17
4148,72,5,11,19.75,14.5,12.67,6.21,12.17,7.08,7.67,8.12,8.08,8.87,14.0,16.38
4149,72,5,12,13.96,10.29,12.67,6.87,10.96,5.58,8.87,10.08,8.83,8.54,16.21,19.75
4150,72,5,13,13.33,11.67,25.62,8.96,9.96,6.75,10.88,11.79,8.58,12.25,17.71,18.34
4151,72,5,14,14.12,14.04,22.17,8.83,10.58,9.04,10.41,12.12,9.62,12.87,17.41,21.87
4152,72,5,15,15.87,11.58,15.92,8.96,9.67,6.38,11.67,8.96,9.67,12.33,11.92,17.04
4153,72,5,16,8.58,4.33,7.21,3.04,5.29,2.0,4.21,3.79,3.83,2.75,11.71,9.13
4154,72,5,17,6.0,7.0,6.92,2.04,5.58,0.96,4.71,6.58,1.87,2.67,6.71,8.12
4155,72,5,18,10.79,9.29,10.37,5.63,8.79,3.71,3.21,3.92,4.0,2.71,6.83,11.54
4156,72,5,19,9.79,9.83,13.33,8.42,10.63,8.63,8.87,8.75,9.04,10.37,11.38,14.0
4157,72,5,20,7.12,7.5,11.25,3.96,8.79,2.67,10.04,4.58,6.79,8.54,8.17,15.25
4158,72,5,21,15.09,11.67,13.37,5.58,11.29,6.17,9.5,9.75,7.38,9.92,15.0,18.16
4159,72,5,22,20.0,16.29,12.29,9.46,14.83,9.87,8.08,11.25,10.34,10.71,19.33,14.67
4160,72,5,23,20.17,13.79,18.12,12.04,15.63,10.13,12.25,11.87,12.54,14.96,17.96,24.54
4161,72,5,24,22.67,21.46,18.08,10.04,20.54,12.12,13.33,17.88,15.21,15.92,27.16,22.95
4162,72,5,25,25.12,21.17,21.17,13.79,23.09,15.54,19.75,17.0,16.96,16.17,28.12,24.25
4163,72,5,26,28.79,26.0,23.63,16.83,33.04,17.88,24.5,20.41,21.62,17.79,27.71,29.5
4164,72,5,27,23.42,14.42,16.92,13.25,17.96,12.75,18.0,14.17,16.46,15.41,17.33,21.79
4165,72,5,28,17.88,15.37,15.5,9.0,19.29,10.37,15.0,15.67,13.59,13.29,24.58,21.46
4166,72,5,29,21.84,19.55,17.83,12.46,23.58,13.13,20.08,17.92,17.33,17.5,26.38,28.04
4167,72,5,30,19.08,15.59,13.37,12.25,20.04,12.83,19.55,16.33,16.62,16.42,20.04,23.25
4168,72,5,31,10.04,6.92,8.46,5.63,9.92,5.83,7.96,7.21,9.33,7.83,10.13,12.25
4169,72,6,1,5.58,5.25,5.91,2.17,4.92,1.58,3.25,4.12,4.08,4.38,11.58,11.87
4170,72,6,2,16.13,15.21,13.92,6.83,13.75,9.08,10.63,13.25,11.25,12.54,21.21,22.13
4171,72,6,3,13.79,10.21,11.83,5.71,11.08,8.25,11.38,8.96,8.83,10.96,19.0,17.92
4172,72,6,4,6.29,7.54,4.75,2.62,6.42,4.54,4.58,7.67,4.71,7.71,16.04,11.96
4173,72,6,5,9.96,6.38,11.38,4.88,3.83,5.0,5.96,5.04,4.21,4.08,9.17,7.5
4174,72,6,6,10.21,7.08,10.83,5.79,6.67,3.46,6.92,4.12,4.29,3.92,7.41,8.67
4175,72,6,7,15.71,10.21,9.25,7.29,9.29,6.92,9.04,7.58,8.96,9.67,10.58,11.96
4176,72,6,8,9.29,11.0,8.29,5.09,9.75,5.83,9.04,5.66,6.79,5.33,12.12,11.58
4177,72,6,9,14.96,15.5,6.58,5.66,11.04,7.58,7.5,11.04,7.96,8.87,16.71,15.09
4178,72,6,10,16.79,14.04,11.08,8.71,12.04,7.25,9.0,10.92,10.5,14.37,15.09,20.54
4179,72,6,11,9.5,9.79,8.25,3.08,5.54,1.87,6.0,3.21,2.83,5.66,7.21,9.96
